product_id,product_title,rating,summary,review
CLT2023K001,Kids' Denim Bomber Jacket,5,Stylish and durable,"This little denim jacket is both stylish and practical for kids. My son has worn it constantly for two months, and it still looks great despite playground adventures and multiple washes. The zipper is sturdy and easy for little hands to manage. The weight is perfect for spring and fall - not too heavy but provides enough warmth. Will definitely be purchasing the next size up when he outgrows this one!"
CLT2023F003,Women's Casual Summer Dress,5,Perfect summer dress!,"This dress is absolutely perfect for summer! The fabric is lightweight and breathable, making it comfortable even on the hottest days. The fit is flattering without being too tight, and the length is just right - not too short or too long. I love the pattern and the colors are even prettier in person than online. I've already worn it to a beach party and received so many compliments!"
CLT2023F003,Women's Casual Summer Dress,4,Lovely dress but wrinkles easily,"I really love the style and fit of this dress - it's very flattering and the color is beautiful. My only complaint is that the fabric wrinkles quite easily, so it requires ironing after washing. That said, it's still one of my favorite summer dresses. The straps are adjustable which is a nice feature, and the material is light and comfortable for hot days."
CLT2023M003,Men's Casual Button-Down Shirt,5,Great quality casual shirt,"This button-down has quickly become one of my favorites. The material is soft but substantial, and the fit is perfect - not too slim and not too loose. The color is exactly as shown online and goes with everything from jeans to chinos. I've washed it several times and it holds its shape well without excessive wrinkles. Definitely worth the purchase!"
CLT2023M003,Men's Casual Button-Down Shirt,4,Good everyday shirt,"This is a solid, well-made casual shirt that works for both office and weekend wear. The fabric has a nice feel to it and the buttons are securely attached. I like that it doesn't wrinkle too badly when washed. My only minor complaint is that the sleeves are slightly longer than expected, but rolling them up works fine. Overall good value for the price."
CLT2023K002,Kids' Graphic Print T-Shirt,5,My daughter's new favorite shirt!,My daughter absolutely loves this t-shirt! The graphic print is cute and hasn't faded even after multiple washes. The material is soft against her skin and she says it's very comfortable. The fit is perfect - not too tight or too loose. It's become her go-to shirt and she would wear it every day if I let her! Will definitely purchase more in different designs.
CLT2023K002,Kids' Graphic Print T-Shirt,5,Great quality kids' tee,"It's not easy finding kids' clothes that hold up to active play and frequent washing, but this t-shirt has exceeded my expectations. The material is soft but durable, and the graphic print still looks new after many washes. The fit is true to size with a little room to grow. My son loves the design and asks to wear it regularly. Highly recommend!"
CLT2023F004,Women's Formal Blazer,5,Professional and flattering,"This blazer is perfect for work! The tailoring is excellent and creates a very flattering silhouette. The material has just enough stretch to be comfortable for all-day wear while still looking crisp and professional. The length is perfect and the sleeves are actually long enough for my arms, which is rare. I've already ordered it in another color!"
CLT2023F004,Women's Formal Blazer,4,Good quality but runs small,"The quality of this blazer is excellent - well-constructed with nice lining and good stitching. My only issue is that it runs a bit small compared to other brands. I would recommend sizing up, especially if you plan to wear it over anything bulkier than a thin blouse. The color is true to the photos and it looks very professional for office wear."
CLT2023M004,Men's Athletic Performance Shorts,5,Perfect gym shorts,"These are now my go-to shorts for the gym. The material is lightweight and wicks moisture effectively, even during intense workouts. The pockets are deep enough to securely hold my phone and keys, and there's a hidden inner pocket for small items. The length is perfect - not too long or too short. They wash well and dry quickly. Highly recommend!"
CLT2023M004,Men's Athletic Performance Shorts,5,Great for running and gym,"I've tried many athletic shorts and these are among the best. The fabric is lightweight but not flimsy, and they don't ride up during runs or squats. The waistband is comfortable with no chafing, and the drawstring works well. The pockets are well-designed and don't bulge out when holding items. After several washes, they still look new. Will be buying more pairs!"
CLT2023K003,Kids' Winter Puffer Jacket,5,Warm and adorable,"This kids' puffer jacket is both practical and cute! It's surprisingly warm despite not being bulky, which makes it easy for my daughter to move around in. The water-resistant exterior has been great for light snow and rain. The zipper is high-quality and easy for little hands to manage. The bright color makes it easy to spot her on the playground. Very happy with this purchase!"
CLT2023K003,Kids' Winter Puffer Jacket,4,Good winter jacket but hood is small,"This jacket has kept my son warm throughout the winter. The insulation is effective without making him look like a marshmallow, and the outer material repels water well. My only complaint is that the hood is a bit on the small side and doesn't provide as much coverage as I'd like. Otherwise, the quality is excellent and the jacket has held up well to typical kid wear and tear."
product_id,product_title,rating,summary,review
CLT2023F001,Women's Square Neck Pink T-Shirt,5,Terrific purchase,This pink t-shirt is absolutely perfect for everyday wear! The square neckline is so flattering and the color is vibrant without being too bright. The material is soft and stretchy - I've washed it several times and it still looks brand new. It fits true to size and the length is just right - not too short or too long. I've already ordered it in two more colors!
CLT2023F001,Women's Square Neck Pink T-Shirt,4,Pretty good,"I really like the design and fit of this t-shirt. The square neck is a nice change from regular crew necks and it's very flattering. The color is beautiful too. My only complaint is that the fabric is a little thinner than I expected. Still, for the price, it's a good purchase and I wear it regularly. Sizing is accurate to the chart provided."
CLT2023F001,Women's Square Neck Pink T-Shirt,5,Super!,"Very much satisfied with this t-shirt at this price point being from an awesome brand. Design wise, I liked it more than other styles. Bought the model blindly on its very first day with zero reviews and it was a wonderful choice I must say. The material is stretchy and comfortable. And the square neckline is too good."
CLT2023F001,Women's Square Neck Pink T-Shirt,5,Wonderful,"Wowwww it's amazing t-shirt, nice look, nice price, nice fabric, I love always flipkart product's and Flipkart replacement and refund policy, you can return or refund after received a damaged product"
CLT2023F001,Women's Square Neck Pink T-Shirt,4,Delightful,First of all the Delivery boy is a good guy. Nice receive and response. Product is super. Packing also good. I feel Pink color is not sufficient for me. Otherwise totally awesome product. Delivery is too long. I am taking one week after booking. Thank you flipkart and the brand also.
CLT2023F001,Women's Square Neck Pink T-Shirt,5,Simply awesome,It's a very good product ... I'm so happy with this BCz its material quality & fit is too good & durability Also super
CLT2023F001,Women's Square Neck Pink T-Shirt,4,Good choice,Nice build quality.. fabric is best itself.. value for money. .. nice support from flipkart and delivery partner
CLT2023F001,Women's Square Neck Pink T-Shirt,5,Fabulous!,Very great product at this price I will assure that this is a value for money product and the fabric and fit quality was awesome the build quality was great 👌 and this product has a mat finish which gives a class and flagship look this is the best and fits suitable in our body the quality was great
CLT2023F001,Women's Square Neck Pink T-Shirt,5,Excellent,"Good product. Never used this brand before. Now I am happy to see ease in my wardrobe. As I noticed this brand marketing their products aggressively in market in recent days. About product it's like awesome having better build quality, fabric is good, durability is fine. Wanted to give 5star but there is a sentence that ""Nothing is perfect in this imperfect world"" 😄😄😉"
CLT2023F001,Women's Square Neck Pink T-Shirt,5,Awesome,"This review is after 1 month of use. Pro:- 1. Durability is genuinely too good, washed almost 5-6 times and still looks new. 2. Color didn't fade at all 3. Material is crisp, clear and decent, not too thin. 4. Build quality is awesome and stylish as well. 5. Fit is super good. 6. Last but not the least, it's really comfortable and I didn't feel any discomfort or pain even after continuous use of 5 hrs which I usually do with other clothes."
CLT2023F002,Women's White Turtleneck Long Sleeve Top,5,Terrific purchase,Sound quality super material quality super this price range super and this value for money
CLT2023F002,Women's White Turtleneck Long Sleeve Top,5,Mind-blowing purchase,"This turtleneck is just awesome, everything is just so perfect just go for it blindly, I tell you u cant find a best product at this price its awesome👌👌👌👌"
CLT2023F002,Women's White Turtleneck Long Sleeve Top,5,Best in the market!,It is an amazing product.. For this price... Less weight.. Flexible.. Super fabric... Extra feature is the ribbed texture.. Nice one.. Try it..
CLT2023F002,Women's White Turtleneck Long Sleeve Top,5,Excellent,The product was good enough.. Stylish white color with well designed fit.. Coming to the specifications material and comfort was superb... Value for money... Durability is also good around 6 months life.... Highly satisfied but have to wait and see how long it works like this
CLT2023F002,Women's White Turtleneck Long Sleeve Top,5,Worth every penny,"This turtleneck is very comfortable, material is good and plus point is the quality is amazing. One of the best tops for winter season."
CLT2023F002,Women's White Turtleneck Long Sleeve Top,3,Nice,"A fine product I would say, well crafted design and good build quality.. good fit and comfortable to wear... enough warmth to provide good experience.. although not the most premium quality but still considering the price it's well ahead of it.. manages lows and highs of temperature well, good experience when it comes to winter season..the only CON I noticed was the neckline.. I think this top is not built for everyone... sometimes the neck is too tight."
CLT2023F002,Women's White Turtleneck Long Sleeve Top,5,Wonderful,Good product very fast delivery (with in 36 hours only) superb color love it
CLT2023F002,Women's White Turtleneck Long Sleeve Top,4,Nice product,This turtleneck is the budget friendly option. All are very good performance only fabric quality is slightly less than expected.. design and comfort is the best part in this product. Just get the right size.
CLT2023F002,Women's White Turtleneck Long Sleeve Top,5,Awesome,The turtleneck is really good it's looks very elegant and also good fabric. If you think buy a winter top go for It. Just looks and material quality is awesome.
CLT2023F002,Women's White Turtleneck Long Sleeve Top,4,Pretty good,"Above from my expectation, after reading the review I opted for not to purchase this product but guys you won't believe it really works, too good material quality, superb comfort overall it is lovely one....will make ur day sweet......"
CLT2023M001,Men's Navy Blue Zip-Up Jacket,5,Highly recommended,Awesome Jacket Quality 5 * !!Material Is Awesome 5* !!Design is Good 3* !!Durability much Good 4* !!
CLT2023M001,Men's Navy Blue Zip-Up Jacket,5,Fabulous!,It so nice but zipper so smooth but otherwise is best jacket and warm nice product.....
CLT2023M001,Men's Navy Blue Zip-Up Jacket,5,Excellent,It's a Awesome purchase. Value for money. I can't expect that type of material and fit will get in this price range. Last time I bought another brand and refunded due to quality issue and fit issue. That jacket was not as comfortable as this jacket provides. Really happy to advise all of you if are searching for jackets please go for it. You will get everything you are searching for. Thanks Flipkart. And request all of you please go for only Indian Products.
CLT2023M001,Men's Navy Blue Zip-Up Jacket,5,Awesome,Very nice very satisfied and material quality very good overall worth it
CLT2023M001,Men's Navy Blue Zip-Up Jacket,5,Terrific purchase,First of all it looks very perfect and is non fragile and awesome experience using this.....just fast delivery and well packed ....just perfect as a product can be...and the best part is its mindblowing quality thumping my expectations.....
CLT2023M001,Men's Navy Blue Zip-Up Jacket,5,Best in the market!,"I think for this price range, it's one of the best available in market. Material quality is good and comfort is nothing short of excellence. Zipper functionality is too good. Satisfactory with looks and build quality, could have been better."
CLT2023M001,Men's Navy Blue Zip-Up Jacket,4,Good quality product,It's a very good product... I'm so happy with this Bcz it's material quality & finish is too good & durability also superb
CLT2023M001,Men's Navy Blue Zip-Up Jacket,5,Terrific,"Amazing product - material quality was awesome, it has deep pockets which I really wanted, I am really satisfied and quality was also nice and it also had good stitching"
CLT2023M001,Men's Navy Blue Zip-Up Jacket,4,Really Nice,I think it is the best product in this price segment I buy this product after seeing it's sell figure and my decision got right u must buy this product I love it's material quality but the build quality must be improved and they must give more pockets
CLT2023M001,Men's Navy Blue Zip-Up Jacket,5,Must buy!,Best product at this price loved it. Thank you flipkart for safe delivery 💯😃
CLT2023M002,Men's Color Block Adventure Jacket,5,Terrific purchase,1-more flexible 2-material is very high 3-color clarity is good 4-durability back up to 6 to 8 months 5-main thing is fastest delivery available in that. Only 20 min delivery and get product in 4 hours 6-killing look awesome 7-for outdoor that product does support 100% if you want for trekking then I'll recommend you please buy but you want for only casual then this product is very well for you.. 8-no more jackets are comparing with that jacket at this price...
CLT2023M002,Men's Color Block Adventure Jacket,5,Super!,"Very much satisfied with the jacket at this price point being from an awesome brand. Design wise, I liked it more than regular jackets. Bought the model blindly on its very first day with zero reviews and it was a wonderful choice I must say. The material enables us to stay warm in cold weather. And color blocking design is too good."
CLT2023M002,Men's Color Block Adventure Jacket,5,Super!,"Nice jacket, material was very good and color is vibrant. I am purchase for outdoor purpose and best choice even riding on bike wear and no complaint for warmth.. Durability 1 full season"
CLT2023M002,Men's Color Block Adventure Jacket,5,Terrific purchase,Material quality super durability super quality super this price range super and this value for money
CLT2023M002,Men's Color Block Adventure Jacket,5,Wonderful,"Wowwww it's amazing jacket nice look, nice price, nice durability, I love always flipkart product's and Flipkart replacement and refund policy, you can return or refund after received a damaged product"
CLT2023M002,Men's Color Block Adventure Jacket,4,Pretty good,Awesome colour! Amazing experience .. but only the zipper is not of good quality and adjustable hood is not so tight.
CLT2023M002,Men's Color Block Adventure Jacket,5,Terrific purchase,"For the first time, I am posting a review, just because the product compelled me to do so. I couldn't find a single aspect missed or mis-handled by the brand. Well this is called, quality engineering. Well, some people say color block is too flashy, but I would give my neutral and true feedback: Material: 10/10, Clarity: 9/10, Comfort ease n looks: 15/10, Features:10/10. The best buy from flipkart yet.."
CLT2023M002,Men's Color Block Adventure Jacket,4,Delightful,First of all the Delivery boy is a good guy. Nice receive and response. Product is super. Packing also good. I fell Red color is not sufficient for me. Otherwise totally awesome product. Delivery is too long. I am taking one week after booking. Thank you flipkart and the brand also.
CLT2023M002,Men's Color Block Adventure Jacket,1,Worthless,This jacket is good but not that much as I expected *Pros- 1 Good durability 2 Good material quality *Cons- 1 There's a color difference between picture and actual product. Color comes different than shown not both comes together. It is ok when you want casual look but if you want for adventure with it you will clearly feel the big difference it matters a lot for me. It is not working after 4 month very much disappointed Overall not good Don't buy please
CLT2023M002,Men's Color Block Adventure Jacket,5,Simply awesome,It's a very good product ... I'm so happy with this BCz its color quality & material is too good & durability Also super
CLT2023K001,Kids' Denim Bomber Jacket,4,Good choice,Nice build quality.. denim is best itself.. style at call is nice. .. nice support from flipkart and delivery partner
CLT2023K001,Kids' Denim Bomber Jacket,1,Terrible product,"After using for about 8 days, right side of the zipper is not working properly and the quality on right side is very low. I didn't expect this."
CLT2023K001,Kids' Denim Bomber Jacket,1,Useless product,Material is not proper recipient persons can't see proper quality (every time for wear I heard from front I can't wear you so I have to again talk to through customer service no Option useless of brand meaning) and material quality is so low. Like local jackets. not comfortable to wear for more than 1 hr of uses. There is no meanings to get replaced again you get same product therefore this is waste of money.
CLT2023K001,Kids' Denim Bomber Jacket,5,Wonderful,"Wow flip cart super fast service like express speed delivery I order 11 am delivery At 5pm I am very happy, kids' denim bomber jacket is very very excellent product fast shipping super totally kid friendly go for it"
CLT2023K001,Kids' Denim Bomber Jacket,5,Fabulous!,Very great product at this price I will assure that this is a value for money product and the denim and design quality was awesome the build quality was great 👌 and this product has a mat finish which gives a class and flagship look this is the best and the material quality was working very well and the size are fitting suitable for your kid the quality was great
CLT2023K001,Kids' Denim Bomber Jacket,4,Very Good,It's very good and its design is very nice. This jacket is very good best value for money but material is too thin.....Durability is not long time but it's really good looking so little compromise with material is comfortable with good looking
CLT2023K001,Kids' Denim Bomber Jacket,5,Excellent,"Good product. Never used kids jackets before. Now I am happy to see ease in my kid's wardrobe. As I noticed this brand marketing their products aggressively in market in recent days. About product it's like awesome having better build quality, material is good, durability is fine and denim though it looks casual when ever my kid wears it but still feature is must needed when it's cold. Wanted to give 5star but there is a sentence that ""Nothing is perfect in this imperfect world"" 😄😄😉"
CLT2023K001,Kids' Denim Bomber Jacket,5,Awesome,"This review is after 1 month of use. Pro:- 1. Durability is genuinely too good, runs almost 1.5 -2 seasons on a single purchase. 2. Washes very well, just in 15-20 minutes in washing machine. 3. Material is crisp, clear and decent, not too thick. 4. Build quality is awesome and stylish as well. 5. Connectivity with other clothes is super fast and good. 6. Last but not the least, it's really comfortable and my kid didn't feel any discomfort or pain even after continuous use of 5 hrs which he usually does with other jackets."
CLT2023K001,Kids' Denim Bomber Jacket,5,Excellent,I like It Kids Jacket Quality is best and best And Material Quality is to good And New product is to good & Fast shipping is best to save time....
CLT2023K001,Kids' Denim Bomber Jacket,3,Does the job,"Hi Seekers, I am writing this review after 2 weeks of daily use, lets start with pros and cons Pros- ✓ Material Quality is good ✓ Design is good enough ✓ Look is okay as per this price range ✓ All essential features are provided ✓ Durability is decent Cons- xx Zipper quality is too short (even if you are walking by holding the jacket in your hand you will feel zipper disturbances at all times) xx In case of washing it gives you color bleeding in every 2 washes I found its very irritating"
CLT2023F003,Women's Floral Print Summer Dress,4,Nice product,Great product.. I loved it.. As I was using another brand.. This product is much more better than that.. Though material is just like regular and print like beautiful... But when increased washing dress starts fading.. Design feature is awesome..
CLT2023F003,Women's Floral Print Summer Dress,4,Nice product,"Awesome product happy to have one. Good material quality in medium price, with proper care could complete the long life. Dress last long in summer season. Very light weight, Easy to carry,"
CLT2023F003,Women's Floral Print Summer Dress,4,Good quality product,It's a very good product... I'm so happy with this Bcz it's print quality & material is too good & durability also superb
CLT2023F003,Women's Floral Print Summer Dress,5,Terrific,"Amazing product - material quality was awesome, it has beautiful print which I really wanted, I am really satisfied and durability was also nice and it also had good stitching"
CLT2023F003,Women's Floral Print Summer Dress,4,Really Nice,I think it is the best product in this price segment I buy this product after seeing it's sell figure and my decision got right u must buy this product I love it's material quality but the build quality must be improved and they must give more pockets
CLT2023F003,Women's Floral Print Summer Dress,5,Must buy!,Best product at this price loved it. Thank you flipkart for safe delivery 💯😃
CLT2023F003,Women's Floral Print Summer Dress,4,Really Nice,Excellent material clarity superb print for summer lovers. Overall a very good product.
CLT2023F003,Women's Floral Print Summer Dress,5,Mind-blowing purchase,"This dress is just awesome, everything is just so perfect just go for it blindly, I tell you u cant find a best product at this price its awesome👌👌👌👌"
CLT2023F003,Women's Floral Print Summer Dress,5,Best in the market!,It is an amazing product.. For this price... Less weight.. Flexible.. Super material... Extra feature is floral print.. Nice one.. Try it..
CLT2023F003,Women's Floral Print Summer Dress,5,Excellent,The product was good enough.. Stylish floral print with well designed cut.. Coming to the specifications material and comfort was superb... Value for money... Durability is also good around 6 months life.... Highly satisfied but have to wait and see how long it works like this
CLT2023M003,Men's Casual Button-Down Shirt,5,Worth every penny,This shirt is very comfortable material is good and plus point is the quality is amazing. One of the best shirts for casual wear.
CLT2023M003,Men's Casual Button-Down Shirt,3,Nice,"A fine product I would say, well crafted design and good build quality.. good fit and comfortable to wear... enough style to provide good experience.. although not the most premium quality but still considering the price it's well ahead of it.. manages casual and semi-formal well, good experience when it comes to daily wear..the only CON I noticed was the buttons.. I think this shirt is not built for rough use... sometimes the buttons may come off."
CLT2023M003,Men's Casual Button-Down Shirt,5,Wonderful,Good product very fast delivery (with in 36 hours only) superb color love it
CLT2023M003,Men's Casual Button-Down Shirt,4,Nice product,This shirt is the budget friendly option. All are very good performance only fabric quality is slightly less than expected.. design and comfort is the best part in this product. Just get the right size.
CLT2023M003,Men's Casual Button-Down Shirt,5,Awesome,The shirt is really good it looks very stylish and also good fabric. If you think buy a casual shirt go for It. Just looks and material quality is awesome.
CLT2023M003,Men's Casual Button-Down Shirt,4,Pretty good,"Above from my expectation, after reading the review I opted for not to purchase this product but guys you won't believe it really works, too good material quality, superb comfort overall it is lovely one....will make ur day sweet......"
CLT2023M003,Men's Casual Button-Down Shirt,5,Wonderful,I brought this product as I was looking for a casual shirt for my daily wear. I got it for a reasonable price and I have to say that am pretty satisfied with the features and the quality that the shirt has to deliver. I would definitely recommend this product to my family and friends. Just go for it !!!
CLT2023M003,Men's Casual Button-Down Shirt,5,Just wow!,This is my first casual shirt it is wonderful and color is more attractive and the material quality is good and it is good product and value of money is 5star and durability is good
CLT2023M003,Men's Casual Button-Down Shirt,4,Very Good,Very decent look product. Give superb comfort. Button quality is good. Design and build is superb. In this price range it worth it.
CLT2023M003,Men's Casual Button-Down Shirt,5,Awesome,Good quality and good product you have to take you will enjoy 👍😍 I just love it 🔥🔥🔥💞
CLT2023K002,Kids' Graphic Print T-Shirt,5,Highly recommended,Awesome Tshirt Quality 5 * !!Print Is Awesome 5* !!Design is Good 3* !!Durability much Good 4* !!
CLT2023K002,Kids' Graphic Print T-Shirt,5,Fabulous!,It so nice but print so bright but otherwise is best t-shirt and comfortable nice product.....
CLT2023K002,Kids' Graphic Print T-Shirt,5,Excellent,It's a Awesome purchase. Value for money. I can't expect that type of material and print will get in this price range. Last time I bought another brand and refunded due to quality issue and fit issue. That shirt was not as comfortable as this shirt provides. Really happy to advise all of you if are searching for kids' t-shirts please go for it. You will get everything you are searching for. Thanks Flipkart. And request all of you please go for only Indian Products.
CLT2023K002,Kids' Graphic Print T-Shirt,5,Awesome,Very nice very satisfied and material quality very good overall worth it
CLT2023K002,Kids' Graphic Print T-Shirt,5,Terrific purchase,First of all it looks very perfect and is non fragile and awesome experience using this.....just fast delivery and well packed ....just perfect as a product can be...and the best part is its mindblowing quality thumping my expectations.....
CLT2023K002,Kids' Graphic Print T-Shirt,5,Best in the market!,"I think for this price range, it's one of the best available in market. Material quality is good and comfort is nothing short of excellence. Print quality is too good. Satisfactory with looks and build quality, could have been better."
CLT2023K002,Kids' Graphic Print T-Shirt,4,Good quality product,It's a very good product... I'm so happy with this Bcz it's material quality & print is too good & durability also superb
CLT2023K002,Kids' Graphic Print T-Shirt,5,Terrific,"Amazing product - material quality was awesome, it has vibrant print which I really wanted, I am really satisfied and quality was also nice and it also had good stitching"
CLT2023K002,Kids' Graphic Print T-Shirt,4,Really Nice,I think it is the best product in this price segment I buy this product after seeing it's sell figure and my decision got right u must buy this product I love it's material quality but the build quality must be improved and they must give more sizes
CLT2023K002,Kids' Graphic Print T-Shirt,5,Must buy!,Best product at this price loved it. Thank you flipkart for safe delivery 💯😃
CLT2023F004,Women's Formal Blazer,4,Good choice,Nice build quality.. material is best itself.. style at office is nice. .. nice support from flipkart and delivery partner
CLT2023F004,Women's Formal Blazer,1,Terrible product,"After using for about 8 days, right side of the lining is not stitched properly and the quality on right side is very low. I didn't expect this."
CLT2023F004,Women's Formal Blazer,1,Useless product,Material is not proper recipient persons can't see proper quality (every time for wear I heard from front I can't wear you so I have to again talk to through customer service no Option useless of brand meaning) and material quality is so low. Like local blazers. not comfortable to wear for more than 1 hr of uses. There is no meanings to get replaced again you get same product therefore this is waste of money.
CLT2023F004,Women's Formal Blazer,5,Wonderful,"Wow flip cart super fast service like express speed delivery I order 11 am delivery At 5pm I am very happy, women's formal blazer is very very excellent product fast shipping super totally office friendly go for it"
CLT2023F004,Women's Formal Blazer,5,Fabulous!,Very great product at this price I will assure that this is a value for money product and the material and design quality was awesome the build quality was great 👌 and this product has a mat finish which gives a class and flagship look this is the best and the material quality was working very well and the size are fitting suitable for your body the quality was great
CLT2023F004,Women's Formal Blazer,4,Very Good,It's very good and its design is very nice. This blazer is very good best value for money but material is too thin.....Durability is not long time but it's really good looking so little compromise with material is comfortable with good looking
CLT2023F004,Women's Formal Blazer,5,Excellent,"Good product. Never used formal blazers before. Now I am happy to see ease in my wardrobe. As I noticed this brand marketing their products aggressively in market in recent days. About product it's like awesome having better build quality, material is good, durability is fine and style though it looks formal when ever I wear it but still feature is must needed when u are in office. Wanted to give 5star but there is a sentence that ""Nothing is perfect in this imperfect world"" 😄😄😉"
CLT2023F004,Women's Formal Blazer,5,Awesome,"This review is after 1 month of use. Pro:- 1. Durability is genuinely too good, runs almost 1.5 -2 seasons on a single purchase. 2. Dry cleans very well. 3. Material is crisp, clear and decent, not too thick. 4. Build quality is awesome and stylish as well. 5. Connectivity with other clothes is super fast and good. 6. Last but not the least, it's really comfortable and I didn't feel any discomfort or pain even after continuous use of 5 hrs which I usually do with other blazers."
CLT2023F004,Women's Formal Blazer,5,Excellent,I like It Blazer Quality is best and best And Material Quality is to good And New product is to good & Fast shipping is best to save time....
CLT2023F004,Women's Formal Blazer,3,Does the job,"Hi Seekers, I am writing this review after 2 weeks of daily use, lets start with pros and cons Pros- ✓ Material Quality is good ✓ Design is good enough ✓ Look is okay as per this price range ✓ All essential features are provided ✓ Durability is decent Cons- xx Button quality is too short (even if you are walking by holding the blazer in your hand you will feel button disturbances at all times) xx In case of washing it gives you color bleeding in every 2 washes I found its very irritating"
CLT2023M004,Men's Athletic Performance Shorts,4,Nice product,Great product.. I loved it.. As I was using another brand.. This product is much more better than that.. Though material is just like regular and design like beautiful... But when increased washing shorts starts fading.. Design feature is awesome..
CLT2023M004,Men's Athletic Performance Shorts,4,Nice product,"Awesome product happy to have one. Good material quality in medium price, with proper care could complete the long life. Shorts last long in sports season. Very light weight, Easy to carry,"
CLT2023M004,Men's Athletic Performance Shorts,4,Good quality product,It's a very good product... I'm so happy with this Bcz it's material quality & comfort is too good & durability also superb
CLT2023M004,Men's Athletic Performance Shorts,5,Terrific,"Amazing product - material quality was awesome, it has perfect fit which I really wanted, I am really satisfied and durability was also nice and it also had good stitching"
